,Id,News_Headlines,Viral_Anticipated_News
393,393,My 1st Apple Watch prototype was iPod nano strapped to band: Ex-design head,103
394,394,Over 1 mn download Australia's COVID-19 tracing app despite privacy concerns,103
395,395,Reliance JioMart launches WhatsApp order service for groceries in select cities,104
396,396,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,104
397,397,Credit card records of millions exposed by New York startup: Reports,104
398,398,Five ex-workers of Huawei were arrested for discussing Iran sale: NYT,105
399,399,"Viral link on WhatsApp offers users free beer, Heineken calls it scam",105
400,400,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,105
401,401,"Text bug with Italy flag, Sindhi characters crashes iOS devices: Report",105
402,402,Marine plastic pollution detected using satellite data: Study,105
403,403,Google exec's son praises Zoom in front of thousands of employees on Meet,105
404,404,Bitcoin for me is like poetry: Twitter CEO Jack Dorsey,106
405,405,"Amazon to be fined $108,000 for every non-essential item it delivers in France",107
406,406,Fan asks if Hrithik is smoking in pic with sons; actor replies 'I'm a non-smoker',107
407,407,Kanika Kapoor issues 1st statement after recovering from coronavirus,107
408,408,Kanika shares 1st pic from Lucknow home after statement on COVID-19 diagnosis,107
409,409,"If Khan saab doesn't work, I don't get work: SRK's lookalike on actor's break",107
410,410,"Akshay compared to Sonia & criticised for being 'Canadian', director defends him",109
411,411,Was told I can't donate blood as I'm gay: COVID-19 survivor Cohen,109
412,412,Aid we received amid lockdown not enough: Background dancer,109
413,413,"Had approached Ayushmann, Kartik for 'Hungama 2': Director",110
414,414,Cried after a man in India recognised me from Titanic: Kate,110
415,415,Plea against Vir Das' 'Hasmukh' for allegedly maligning lawyers,111
416,416,I'm so grateful you were born: Jessie on Tatum's 40th b'day,111
417,417,Artist Zarina Hashmi passes away in London at the age of 83,111
418,418,Extraction is biggest int'l debut I could dream of: Painyuli,111
419,419,Indian designers say they don't style singers: Neha Bhasin,111
420,420,It took me 3 years to get my Vogue cover: Kriti Sanon,112
421,421,Didn't get any award by government after Ramayan: Arun Govil,112
422,422,Last 2 yrs were quarantine for me anyway: Sonali on lockdown,113
423,423,Deverakonda donates ₹1.3 cr to help needy amid coronavirus,113
424,424,"I'm notoriously called Lara Paaji by Salman, Akshay: Lara",113
425,425,"Chris Pratt, wife Katherine expecting first child together",113
426,426,Dulquer apologises after 'Prabhakara' joke in film criticised,113
427,427,Over 30 Tamil producers support films' direct online release,113
428,428,I forced her into it: Sunny's husband Daniel on date night,113
429,429,"BMW launches Contactless Experience, a digital-first purchase experience",113
430,430,Automobile manufacturers asked to make ventilators: Health Ministry,113
431,431,"Detroit Auto Show cancelled, venue to be turned into a temporary field hospital",113
432,432,Mahindra says it won't invest further in South Korean unit SsangYong,113
433,433,Tesla posts video showing how it's building ventilators with car parts,113
434,434,Automobile sales in India suffer worst slump in 2 decades amid COVID-19,113
435,435,"Video shows Tesla on Autopilot stopping at red light automatically, Musk retweets",113
436,436,BMW India CEO Rudratej Singh passes away at 46 after cardiac arrest,113
437,437,TVS acquires 122-year-old British motorcycle company Norton,113
438,438,Tesla's Cybertruck can float for a while: Elon Musk,114
439,439,SC gives carmakers 10-day window to sell BS-IV stock after lockdown ends,114
440,440,"Hyundai provides COVID-19 testing kits that can diagnose 25,000 people to ICMR",114
441,441,Maruti Suzuki reports 47% drop in March sales due to coronavirus,114
442,442,Tata Motors' global sales fall by 35% in Q4 due to COVID-19,114
443,443,Indian automakers seek 10% tax cut to boost demand hit by COVID-19,114
444,444,"Maruti Suzuki, Hyundai to supply ventilators, testing kits to fight COVID-19",114
445,445,Two Tesla employees test positive for COVID-19: Reports ,115
446,446,"Tesla to suspend production at US factories, cut salaries by 10-30%",115
447,447,SoftBank to lead $300M-investment in Didi's self-driving unit: Report,115
448,448,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,115
449,449,Self-driving car startup Zoox to settle trade secret theft lawsuit with Tesla,115
450,450,"Ford recalls 68,000 vehicles over rollaway risk",115
451,451,Maruti Suzuki cuts production by 32% in March,115
452,452,"Thousands of livelihoods at risk, need urgent steps: FADA in letter to PM Modi",117
453,453,Renault pulls out of venture with Dongfeng Motor in China over poor sales,117
454,454,You almost finished my son's career: Chris Broad told Yuvraj after his 6 sixes,117
455,455,Umar Akmal banned from all forms of cricket for 3 years over corruption,119
456,456,I'd still give him out: Gould on LBW decision against Sachin in Ind-Pak WC match,119
457,457,Australia players won't be greedy in pay talks: Paine over COVID-19,119
458,458,Tricky to train with same intensity amid lockdown: World no. 1 Barty,119
459,459,We're appalled: Everton after Moise Kean seen partying amid lockdown,120
460,460,"Chelsea opt against pay cut, tell players to donate to charity",120
461,461,NBA to reopen training facilities in places with eased restrictions,120
462,462,"Will go back to Italy, I have a contract with Milan: Zlatan Ibrahimovic",120
463,463,"French GP 10th F1 race to be called off, British GP likely without fans ",120
464,464,World no. 3 Thiem criticises fund to support lower-ranked tennis players,120
465,465,Arsenal 1st Premier League side to resume players' training amid COVID-19,120
466,466,East Bengal terminate players' contracts citing COVID-19 pandemic,120
467,467,Disheartened to hear about domestic violence amid lockdown: Dhawan,120
468,468,Total winner: Trump congratulates Triple H on his 25-year WWE anniversary,120
469,469,T20 WC win would've brought generational shift: Ex-skipper Anjum,120
470,470,"Dhoni's humility, gratitude sets him apart: Mohit Sharma",120
471,471,How can India keep Ashwin out from shorter formats: Pak's Saqlain Mushtaq,120
472,472,"Bowling to Kohli, Rohit will be a challenge at T20 WC: Pak's Haris Rauf",120
473,473,Could've sent off Maradona even before game started: 1990 WC final referee,120
474,474,"KL Rahul's bat auctioned for ₹2.64 lakh, Test jersey for ₹1.32 lakh",122
475,475,Williamson reveals his pick for best batsmen at the moment ,123
476,476,Harsha Bhogle reveals his all-time favourite Indian captain,123
477,477,I ended up crying: Hima Das on meeting 'role model' Tendulkar,123
478,478,We were fired through single e-mail without prior notice: Udaan contract staff,123
479,479,"Amazon, Flipkart urge govt to allow sale of non-essential items during lockdown",123
480,480,"Allow Amazon, Flipkart to sell fans, books: US-India advocacy body asks govt",123
481,481,Amazon tests using video calls to screen sellers for frauds amid pandemic,124
482,482,"Local is new global business plan, online-to-offline to be mainstream: Paytm CEO",124
483,483,"Alphabet's Pichai makes ₹2,140 crore in 2019, over 1,000 times the median pay",125
484,484,SoftBank to deploy funds from $13B unspent Vision Fund capital in India,125
485,485,"Bira beer maker raises ₹150 crore from Sequoia, Belgium-based Sofina",125
486,486,Trump says 'no $10B loan' for Postal Service unless it charges Amazon more,126
487,487,IIT Madras-incubated ed-tech startup GUVI raises ₹6 crore,126
488,488,"Mswipe not looking for buyer, has runway of over 36 months: Founder",127
489,489,"Amazon donates over $300,000 to UK bookshops to help fight COVID-19",127
490,490,China asks ByteDance to remove its work-from-home app: Report,127
491,491,"Amazon to be fined $108,000 for every non-essential item it delivers in France",128
492,492,Credit card records of millions exposed by New York startup: Reports,128
493,493,Amazon India allows local stores to sell groceries on its platform,128
494,494,Reliance JioMart launches WhatsApp order service for groceries in select cities,129
495,495,"CAIT, DPIIT to launch e-comm portal for local stores amid COVID-19",130
496,496,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,130
497,497,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,130
498,498,Amazon used its sellers' data to make competing products: Report,130
499,499,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,130
500,500,"We have to survive in crisis, can thrive later: Blume Ventures' Sanjay Nath",130
501,501,BigBasket invests ₹2.67 cr in recently-acquired startup DailyNinja,130
502,502,"Amazon, BigBasket, Grofers, MedLife celebrate spirit of delivery heroes",130
503,503,Delaying vaccination can increase the risk of getting sick: WHO,130
504,504,Asian Paints recreates 'Har Ghar Chup Chap Se Kehta Hai' ad film,130
505,505,"Woman's breast implant deflects bullet away from her heart, saves her life",130
506,506,My wife hates it when I work from home: Banksy shares graffiti from bathroom,130
507,507,19 top executives pledge ₹300 cr for a B-school where CEOs will teach,131
508,508,FLAME University admissions open for UG and PG programs for AY 2020,133
509,509,4-inch-long knife removed from Chinese man's head 26 yrs after he was stabbed,133
510,510,I think what would Mother Teresa do: Indian-origin man feeds 24k Kenyan families,133
511,511,"Light aircraft lands on Canada highway, traffic continues to move; video surfaces",133
512,512,You have to be someone to be insulted: Chetan Bhagat after Kunal Kamra trolls him,133
513,513,Andhra policeman rides horse painted with pics of coronavirus,133
514,514,68-year-old Nigerian woman gives birth to twins in her fourth IVF attempt,133
515,515,Rushing to get tested for coronavirus: Man speeding Lamborghini at 160 kmph in Aus,134
516,516,"3,000 square metre coronavirus-themed grass graffiti unveiled in Swiss Alps",134
517,517,"Maharashtra couple dig well outside house in 21 days, find water at 25 feet",134
518,518,'Rare' pair of sneakers made by Apple in 1990s auctioned for ₹7.3 lakh,135
519,519,Lions nap on South African national park's road during lockdown; pics go viral,135
520,520,"Couple gets married amid lockdown, families attend function via video conference",135
521,521,What is the theme of World Health Day 2020?,135
522,522,"Uttar Pradesh Minister gives hair-cut to children amid lockdown, shares video",135
523,523,US cancels Spelling Bee for 1st time since WWII due to COVID-19,136
524,524,"Rohtak court opens at night, man marries Mexican girl he met on a language app",137
525,525,"Australian family recreates 15-hour flight in living room, shares pics",137
526,526,"US reporter mistakenly turns on filters during Facebook live, video goes viral",137
527,527,US woman watering plant for two years realises it is made of plastic,139
528,528,People burn effigy based on theme of coronavirus for Holika Dahan in Mumbai ,140
529,529,Hospital staff in US dances whenever a patient taken off ventilator; video viral,140
530,530,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",140
531,531,"Mahindra shares video of bank worker taking cheque with cooking tongs, ironing it",140
532,532,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",140
533,533,'Wash hands' seen written in sky above Sydney amid coronavirus scare,141
534,534,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,141
535,535,Robots wearing robes attend graduation ceremony in Japan amid coronavirus pandemic,141
536,536,Bride and groom get married over video call in Maharashtra amid lockdown,141
537,537,Pandas mate for 1st time in 10 years in Hong Kong zoo amid coronavirus lockdown,143
